address,type,value,xref_count,first_xref
"1411b03f0","unicode"," SessionId=%d",0,""
"1411b0542","unicode"," Online ID   : %s",0,""
"1411b05c2","unicode"," Online Name : %s",0,""
"1411b05f2","unicode"," MemberSteamId: 0x%I64x",0,""
"1411b066e","unicode"," SessionId=%d",0,""
"1411b069a","unicode"," LobbyId: 0x%I64x",0,""
"1411b070c","unicode"," SessionId=%d",0,""
"1411b07d0","unicode","SessionId=%d",0,""
"1411b07f0","unicode","..\..\source\matching\steam\SteamSessionLight.cpp",1,"140a72bab"
"1411b08bc","unicode"," SessionId=%d",0,""
"1411b1392","unicode","lobbyId=0x%I64x",0,""
"1411b14e6","unicode","lobbyId=0x%I64x",0,""
"1411b1540","unicode","lobbyId=0x%I64x",0,""
"1411b1560","unicode","..\..\source\matching\steam\SteamVoiceChat.cpp",1,"140a76924"
"1411b15f0","unicode","..\..\source\matching\steam\SteamVoiceChat.cpp",1,"140a7698f"
"1411b1680","unicode","..\..\source\matching\steam\SteamVoiceChat.cpp",1,"140a769fe"
"1411b1710","unicode","..\..\source\matching\steam\SteamVoiceChat.cpp",1,"140a76a7b"
"1411b17c2","unicode","lobbyId=0x%I64x",0,""
"1411b1812","unicode","lobbyId=0x%I64x",0,""
"1411b1872","unicode","lobbyId=0x%I64x",0,""
"1411b1924","unicode","lobbyId=0x%I64x",0,""
"1411b1984","unicode","lobbyId=0x%I64x",0,""
"1411b1a22","unicode","lobbyId=0x%I64x",0,""
"1411b2710","unicode","..\..\source\matching\steam\SteamSessionMemberLight.cpp",1,"140a7a3b9"
"1411b27ea","unicode","sessionId=%d memberId=%d",0,""
"1411b29b0","unicode","SessionId=%d MemberId=%d SteamId=0x%I64x Result=%d",0,""
"1411b2a4a","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2ace","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2b52","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2bd4","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2c20","unicode","NexusRevolution2.Matching.SteamValidateAuthTicketTimeout",1,"140a7abd8"
"1411b2cc8","unicode","SessionId=%d MemberId=%d AuthTimeout=%I64d Time=%I64d",0,""
"1411b2d78","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2dc0","unicode","GetAuthSessionTicket()=0x%x ticketSize=%d",1,"140a7aca8"
"1411b2e52","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2ed2","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b2f58","unicode","SessionId=%d MemberId=%d Result=%d Time=%I64d",0,""
"1411b2fc0","unicode","NexusRevolution2.Matching.SteamValidateAuthTicketTimeout",1,"140a7a9c2"
"1411b3084","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b312e","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b31ba","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b323a","unicode","Name=%s SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b32ca","unicode","Name=%s SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b335c","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b33dc","unicode"," SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b3478","unicode","SessionId=%d MemberId=%d Time=%I64d",0,""
"1411b43a8","unicode","CS_DISCONNECT",0,""
"1411b43c8","unicode","CS_CONNECT_LISTEN",0,""
"1411b43f0","unicode","CS_CONNECT_REQ",0,""
"1411b4410","unicode","CS_CONNECTING",0,""
"1411b4430","unicode","CS_CONNECTING_RECV_SYN",0,""
"1411b4460","unicode","CS_CONNECTING_RECV_ACK",0,""
"1411b4490","unicode","CS_CONNECTED",0,""
"1411b44b0","unicode","CS_DISCONNECTING",0,""
"1411b44d8","unicode","CS_DISCONNECTING_S_FIN",0,""
"1411b4550","unicode","CS_DISCONNECTING_S_FIN_ACK_R_FIN",0,""
"1411b4598","unicode","CS_DISCONNECTING_S_FIN_R_ACK",0,""
"1411b45d8","unicode","CS_DISCONNECTING_S_ACK_R_FIN",0,""
"1411b5638","unicode",".sl2",1,"140a8739e"
"1411b5fe8","string","SLSession",2,"140a8c518"
"1411ba6f8","string","ssl_session",1,"1411ba590"
"1411d58d0","string","N:\FRPG2_64\Source\dantelion2_steam\dist\include_utf8\dantelion2/Core/Util/SingletonLifetimePolicies.inl",1,"140af481d"
"1411ef4c0","string","connection_already_in_progress",0,""
"1411ef4f8","string","connection_aborted",0,""
"1411ef510","string","connection_refused",0,""
"1411ef528","string","connection_reset",0,""
"1411ef5c8","string","already_connected",0,""
"1411ef680","string","not_connected",0,""
"1411ef758","string","already connected",0,""
"1411ef7e8","string","connection aborted",0,""
"1411ef800","string","connection already in progress",0,""
"1411ef820","string","connection refused",0,""
"1411ef838","string","connection reset",0,""
"1411efa58","string","not connected",0,""
"14120aeb0","string","Frpg2RequestMessage.GetConnectGameServerPortIdResponse",1,"140c818fd"
"14120b420","string","Frpg2RequestMessage.RequestGetPlayerConnectGameServer",1,"140c82a6d"
"14120b458","string","Frpg2RequestMessage.PlayerConnectServerInfo",1,"140c81bcd"
"14120b488","string","Frpg2RequestMessage.RequestGetPlayerConnectGameServerResponse",1,"140c82a9d"
"14120b4c8","string","Frpg2RequestMessage.RequestGetConnectionCount",1,"140c827cd"
"14120b500","string","Frpg2RequestMessage.RequestGetConnectionCountResponse",1,"140c827fd"
"14120b538","string","Frpg2RequestMessage.RequestDisconnectUser",1,"140c824fd"
"14120b568","string","Frpg2RequestMessage.RequestDisconnectAllUser",1,"140c824cd"
"14120b600","string","Frpg2RequestMessage.RequestCreateBloodstain",1,"140c8237d"
"14120b658","string","Frpg2RequestMessage.RequestGetBloodstainList",1,"140c8270d"
"14120b688","string","Frpg2RequestMessage.RequestGetAreaBloodstainList",1,"140c8261d"
"14120b6c0","string","Frpg2RequestMessage.BloodstainInfo",1,"140c8183d"
"14120b6e8","string","Frpg2RequestMessage.RequestGetBloodstainListResponse",1,"140c8273d"
"14120b9e0","string","session_info",5,"140cbb9f6"
"14120b9f0","string","Frpg2RequestMessage.RequestSummonSign",1,"140c83b1d"
"14120ba18","string","Frpg2RequestMessage.RequestSummonSignResponse",1,"140c83b4d"
"14120ba48","string","Frpg2RequestMessage.PushRequestSummonSign",1,"140c8204d"
"14120bca8","string","Frpg2RequestMessage.BloodMessageData",1,"140c8180d"
"14120bcd0","string","Frpg2RequestMessage.RequestCreateBloodMessage",1,"140c8231d"
"14120bd00","string","Frpg2RequestMessage.RequestCreateBloodMessageResponse",1,"140c8234d"
"14120bd38","string","Frpg2RequestMessage.RequestRemoveBloodMessage",1,"140c837bd"
"14120bd68","string","Frpg2RequestMessage.RequestRemoveBloodMessageResponse",1,"140c837ed"
"14120bda0","string","Frpg2RequestMessage.RequestReentryBloodMessage",1,"140c834bd"
"14120bdd0","string","Frpg2RequestMessage.RequestReentryBloodMessageResponse",1,"140c834ed"
"14120be08","string","Frpg2RequestMessage.BloodMessageCellLimitData",1,"140c817dd"
"14120be38","string","Frpg2RequestMessage.RequestGetBloodMessageList",1,"140c826ad"
"14120be68","string","Frpg2RequestMessage.RequestGetAreaBloodMessageList",1,"140c825ed"
"14120bea0","string","Frpg2RequestMessage.RequestGetBloodMessageListResponse",1,"140c826dd"
"14120bed8","string","Frpg2RequestMessage.RequestEvaluateBloodMessage",1,"140c8252d"
"14120bf08","string","Frpg2RequestMessage.RequestEvaluateBloodMessageResponse",1,"140c8255d"
"14120bf40","string","Frpg2RequestMessage.RequestGetBloodMessageEvaluation",1,"140c8264d"
"14120bf78","string","Frpg2RequestMessage.RequestGetBloodMessageEvaluationResponse",1,"140c8267d"
"14120bfb8","string","Frpg2RequestMessage.PushRequestEvaluateBloodMessage",1,"140c81d7d"
"14120c108","string","Frpg2RequestMessage.RequestGetRegulationFile",1,"140c82bed"
"14120c138","string","Frpg2RequestMessage.RequestGetRegulationFileResponse",1,"140c82c1d"
"14120c170","string","Frpg2RequestMessage.RegulationFileMessage",1,"140c8216d"
"14120c1a0","string","Frpg2RequestMessage.RegulationFileDiffData",1,"140c8213d"
"14120c1d0","string","Frpg2RequestMessage.RegulationFileUpdateMessage",1,"140c8219d"
"14120c200","string","Frpg2RequestMessage.RegulationFileUpdatePushMessage",1,"140c821cd"
"14120c600","string","Frpg2RequestMessage.RequestSummonMirrorKnightSign",1,"140c83abd"
"14120c638","string","Frpg2RequestMessage.RequestSummonMirrorKnightSignResponse",1,"140c83aed"
"14120c678","string","Frpg2RequestMessage.PushRequestSummonMirrorKnightSign",1,"140c8201d"
"14120d128","string","Frpg2RequestMessage.RequestNotifyJoinSession",1,"140c8312d"
"14120d158","string","Frpg2RequestMessage.RequestNotifyJoinSessionResponse",1,"140c8315d"
"14120d190","string","Frpg2RequestMessage.RequestNotifyLeaveSession",1,"140c832dd"
"14120d1c0","string","Frpg2RequestMessage.RequestNotifyLeaveSessionResponse",1,"140c8330d"
"14120d1f8","string","Frpg2RequestMessage.RequestNotifyDisconnectSession",1,"140c8306d"
"14120d230","string","Frpg2RequestMessage.RequestNotifyDisconnectSessionResponse",1,"140c8309d"
"14120d620","string","Frpg2RequestMessage.RequestNotifyOfflineDeathCount",1,"140c8339d"
"14120d658","string","Frpg2RequestMessage.RequestNotifyOfflineDeathCountResponse",1,"140c833cd"
"14120e420","string","Frpg2PlayerData.PlayerStatus.Phantom_leave_at",1,"140cc9b8d"
"14120e490","string","Frpg2PlayerData.PhantomTypeCount",1,"140cc9acd"
"14120ea00","unicode","..\..\Nauru\common\src\Communication\TCPConnection.cpp",8,"140cd4952"
"141210250","unicode","ERROR!!! Updating connection socket was failed...",1,"140cde5fc"
"141210310","unicode","..\..\Nauru\common\src\Communication\TCPConnectionManager.cpp",4,"140cde1b3"
"141211c70","unicode","Nauru.Communication.Connection",0,""
"141219638","unicode","CS_DISCONNECT",1,"140d004bf"
"141219658","unicode","CS_CONNECT_LISTEN",1,"140d004c7"
"141219680","unicode","CS_CONNECT_REQ",1,"140d004cf"
"1412196a0","unicode","CS_CONNECTING",1,"140d004d7"
"1412196c0","unicode","CS_CONNECTING_RECV_SYN",1,"140d004df"
"1412196f0","unicode","CS_CONNECTING_RECV_ACK",1,"140d004e7"
"141219720","unicode","CS_CONNECT_REFUSED",1,"140d004ef"
"141219748","unicode","CS_CONNECTED",1,"140d004f7"
"141219768","unicode","CS_DISCONNECTING",1,"140d004ff"
"141219790","unicode","CS_DISCONNECTING_USER_CLOSE_WAIT",1,"140d00507"
"1412197e0","unicode","CS_DISCONNECTING_S_FIN_ACK_R_FIN_ACK",1,"140d0050f"
"141219830","unicode","CS_DISCONNECTING_S_FIN_ACK_R_FIN",1,"140d00517"
"141219878","unicode","CS_DISCONNECTING_S_FIN_R_ACK",1,"140d0051f"
"1412198b8","unicode","CS_DISCONNECTING_S_FIN",1,"140d00527"
"1412198e8","unicode","CS_DISCONNECTING_S_ACK_R_FIN",1,"140d0052f"
"141219930","unicode","CS_DISCONNECTING_S_ACK_R_FIN_USER_CLOSE_WAIT",1,"140d00537"
"141219990","unicode","CS_FORCE_DISCONNECTING",1,"140d0053f"
"141219b80","unicode","No InputStream in ForceDisconnect.",1,"140d003e1"
"141219bd0","unicode","No OutputStream in ForceDisconnect.",1,"140d00402"
"14121a0d0","unicode","FSDPChannel::Connect() currentStat:%s",1,"140cfd0f1"
"141223088","string","Socket got connection from [%s:%d]
",1,"140d2ae77"
"14122af70","string","phantomBroadPhaseListener",0,""
"14122b0b0","string","criticalOperationsLockCountForPhantoms",0,""
"14122b530","string","phantoms",2,"14122a620"
"14122b560","string","phantomListeners",0,""
"14122e2d0","string","hkpSimpleShapePhantomCollisionDetail",2,"14108dcbd"
"14122e2f8","string","!hkpSimpleShapePhantom::CollisionDetail",1,"1415ebcd8"
"14122e320","string","hkpSimpleShapePhantom",2,"14108dd29"
"14122e338","string","!hkpSimpleShapePhantom",1,"14108dd42"
"14122e9d0","string","hkpPhantom",1,"14108e045"
"14122eca0","string","BROAD_PHASE_PHANTOM",0,""
"14122f390","string","hkpShapePhantom",1,"14108e675"
"14122f4a8","string","hkpAabbPhantom",2,"14108e755"
"14122f4b8","string","!hkpAabbPhantom",1,"14108e7a2"
"14122f7a8","string","hkpCachingShapePhantom",2,"14108e9b5"
"14122f7c0","string","!hkpCachingShapePhantom",1,"14108ea02"
"14122f8a0","string","chainConnectedness",0,""
"1412355d0","string","hkpPhantomCallbackShape",1,"141090f1d"
"141235b08","string","hkpConvexVerticesConnectivity",2,"1410913a9"
"141235b28","string","!hkpConvexVerticesConnectivity",1,"1410913f2"
"141235dc0","string","connectivity",1,"141235c40"
"141248600","string","shapePhantom",1,"141247340"
"14124daf8","string","Phantoms",1,"140e3e659"
"141257f58","string","HCL_SHAPE_TYPE_CONNECTED_MESH",0,""
"141267508","string","PHANTOM_CALLBACK",0,""
"141293930","string","connect error",0,""
"141293a18","string","nbio connect error",0,""
"14129a1d0","string","connect",0,""
"14155877e","string","SteamFriends",0,""
"14155878e","string","SteamAPI_RegisterCallback",0,""
"1415587aa","string","SteamAPI_UnregisterCallback",0,""
"1415587c8","string","SteamApps",0,""
"1415587d4","string","SteamUser",0,""
"1415587de","string","steam_api64.dll",0,""
"14155983c","string","?addInput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@PEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"141559888","string","?disconnectFrom@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@PEAV12@@Z",0,""
"1415598c4","string","?disconnectAll@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@_N0@Z",0,""
"141559930","string","?getInput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@HPEAPEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"141559980","string","?getOutput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@HPEAPEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"1415599d2","string","?setMix@DSPConnection@FMOD@@QEAA?AW4FMOD_RESULT@@M@Z",0,""
"14155a010","string","?setLevels@DSPConnection@FMOD@@QEAA?AW4FMOD_RESULT@@W4FMOD_SPEAKER@@PEAMH@Z",0,""
"14155acd0","string","SteamClient",0,""
"14155acde","string","SteamMatchmaking",0,""
"14155acf2","string","SteamNetworking",0,""
"14155ad04","string","SteamAPI_RegisterCallResult",0,""
"14155ad22","string","SteamAPI_UnregisterCallResult",0,""
"14155ad42","string","SteamAPI_Shutdown",0,""
"14155ad56","string","SteamAPI_RestartAppIfNecessary",0,""
"14155ad78","string","SteamAPI_Init",0,""
"14155ad88","string","SteamUtils",0,""
"14155ad96","string","SteamAPI_RunCallbacks",0,""
"14155adae","string","SteamUserStats",0,""
"141560348","char[32]",".?AVFeSceneSummonSignWindow@@",0,""
"141560380","char[80]",".?AV?$FeFunctorJob@U?$JOB_MEMBER_FUNCTOR_ARG0@VFeSceneSummonSignWindow@@X@@@@",0,""
"141566950","char[40]",".?AVFeRegulationDownloadAndApplyJob@@",0,""
"141566988","char[40]",".?AVFeRegulationMessageAndSaveJob@@",0,""
"1415669c0","char[136]",".?AV?$FeFunctorJobCreator@U?$JOB_CREATOR_MEMFUN_ARG0@VFeRegulationDownloadAndApplyJob@@V?$DLReferencePointer@VFeJob@@@DLUT@@@@@@",0,""
"141566f88","char[40]",".?AVFeSubStateTitleSteamNetworkCheck@@",0,""
"141566fc0","char[40]",".?AVFeSubStateTitlePS3RegulationCheck@@",0,""
"141567060","char[40]",".?AVFeSubStateTitleOnlineCheck@@",0,""
"141567098","char[40]",".?AVFeSubStateOfflineModeWindow@@",0,""
"1415670d0","char[40]",".?AVFeSubStateTitleSetOfflineMode@@",0,""
"141567168","char[48]",".?AVFeSubStateTitleSteamLoadSystemData@@",0,""
"1415672f0","char[40]",".?AVFeSubStateTitleRegulationSave@@",0,""
"141567328","char[48]",".?AVFeSubStateTitleOnlineCheckFailWarn@@",0,""
"14156a5c0","char[56]",".?AVEventResidentAction_GetItem_BlackPhantomKillCount@@",0,""
"14156a708","char[32]",".?AVPXPhantomOverlapListener@@",0,""
"14156a7d0","char[32]",".?AVEventPhantomReturn@@",0,""
"14156aca0","char[40]",".?AVWaitSessionJob@EventResultJob@@",0,""
"14156b9b0","char[64]",".?AV?$CCallback@VGameManagerImp@@USteamShutdown_t@@$0A@@@",0,""
"14156bf18","char[32]",".?AVMapHitConnectComponent@@",0,""
"14156bf48","char[48]",".?AV_ConnectMap@MapHitConnectComponent@@",0,""
"14156bf90","char[64]",".?AV?$DLRuntimeClassImpl@VMapHitConnectComponent@@$0A@@DLRF@@",0,""
"14156d4c0","char[32]",".?AVMapGeneralPhantomLocation@@",0,""
"14156dcf0","char[72]",".?AV?$DLRuntimeClassImpl@VMapGeneralPhantomLocation@@$0A@@DLRF@@",0,""
"14156e8e8","char[32]",".?AVIBloodMessageSetCtrl@@",0,""
"14156e918","char[32]",".?AVBloodMessageSetCtrl@@",0,""
"14156e970","char[40]",".?AV?$TSignSet@VBloodMessageParam@@@@",0,""
"14156e9d0","char[32]",".?AVIBloodstainSetCtrl@@",0,""
"14156ea00","char[24]",".?AVBloodstainPool@@",0,""
"14156ea58","char[24]",".?AVBloodstainSetCtrl@@",0,""
"14156ea80","char[40]",".?AV?$TSignSet@VBloodstainParam@@@@",0,""
"14156ecb8","char[32]",".?AVISummonSignSetCtrl@@",0,""
"14156ece8","char[24]",".?AVSummonSignSetCtrl@@",0,""
"14156ed10","char[40]",".?AV?$TSignSet@VSummonSignParam@@@@",0,""
"141575818","char[32]",".?AVNetNpcPhantomDirection@@",0,""
"141575848","char[40]",".?AVNetNpcPhantomDirection_HOST@@",0,""
"141575880","char[40]",".?AVNetNpcPhantomDirection_GUSET@@",0,""
"1415758b8","char[32]",".?AVNetNpcPhantomManager@@",0,""
"1415758e8","char[32]",".?AVNetNpcPhantomGenerateSync@@",0,""
"141575918","char[32]",".?AVNetNpcPhantomDeadSync@@",0,""
"141575ae0","char[32]",".?AVNetSvrBloodMessageHistory@@",0,""
"141575b50","char[40]",".?AVNetSvrBloodMessageInterface@@",0,""
"141575b90","char[240]",".?AV?$DLFunctorImpl@XU?$DLTypeList@W4CallbackType@Frpg2BloodMessage@Frpg2ClientLib@@U?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@VFrpg2MemoryObjectModel@Frpg2ClientLib@@@DLUTD@@",0,""
"141575cf0","char[176]",".?AVNetSvrCreateBloodMessageJob@?8??CreateBloodMessage@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@IAEBUNetSvrBloodMessageAppData@@PEAI@Z@",0,""
"141575e00","char[144]",".?AVNetSvrReentryBloodMessageJob@?8??ReentryBloodMessage@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@I@Z@",0,""
"141575ea0","char[136]",".?AVNetSvrRemoveBloodMessageJob@?8??RemoveBloodMessage@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@I@Z@",0,""
"141575f40","char[232]",".?AVNetSvrGetBloodMessageListJob@?8??GetBloodMessageList@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBV?$Frpg2Vector@UBloodMessageCellLimit@Frpg2ClientLib@@@Frpg2ClientLib@@IPEAV?$Frpg2Vector@UApp_BloodMessageData@@@5@@Z@",0,""
"141576040","char[184]",".?AVNetSvrGetAreaBloodMessageListJob@?8??GetAreaBloodMessageList@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IIIIPEAV?$Frpg2Vector@UApp_BloodMessageData@@@Frpg2ClientLib@@@Z@",0,""
"141576110","char[144]",".?AVNetSvrEvaluateBloodMessageJob@?8??EvaluateBloodMessage@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@I@Z@",0,""
"1415761b0","char[200]",".?AVNetSvrGetBloodMessageEvaluationJob@?8??GetBloodMessageEvaluation@NetSvrBloodMessageInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@IPEAUBloodMessageEvaluationData@Frpg2ClientLib@@@Z@",0,""
"141576290","char[304]",".?AV?$DLMemFunHandler@V?$DLFunctor@XU?$DLTypeList@W4CallbackType@Frpg2BloodMessage@Frpg2ClientLib@@U?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@VFrpg2MemoryObjectModel@Frpg2ClientLib@@@DLUT@@PEAVNetSvrBloodMessageInterface@@P83@EAAXIPEBXI@Z@DLUTD@@",0,""
"1415763d0","char[272]",".?AV?$DLFunctorHandler@V?$DLFunctor@XU?$DLTypeList@W4CallbackType@Frpg2BloodMessage@Frpg2ClientLib@@U?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@VFrpg2MemoryObjectModel@Frpg2ClientLib@@@DLUT@@P6AXIPEBX_K@Z@DLUTD@@",0,""
"141576528","char[40]",".?AVINetSvrBloodMessageReceiver@@",0,""
"141576560","char[32]",".?AVNetSvrBloodMessageManager@@",0,""
"141576590","char[128]",".?AVNetSvrCreateBloodMessageJob@?3??_StartCreateBloodMessageJob@NetSvrBloodMessageManager@@AEAA_NAEBUBloodMessageContent@@@Z@",0,""
"141576648","char[48]",".?AVNetSvrBloodMessagePushNotifyBuffer@@",0,""
"141576688","char[32]",".?AVNetSvrBloodstainInterface@@",0,""
"1415766c0","char[192]",".?AVNetSvrCreateBloodstainJob@?N@??CreateBloodstain@NetSvrBloodstainInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@AEBUNetSvrBloodstainData@@AEBUNetSvrBloodstainGhostData@@@Z@",0,""
"141576790","char[224]",".?AVNetSvrGetBloodstainListJob@?8??GetBloodstainList@NetSvrBloodstainInterface@@QEAAPEAVINetSvrJob@@IAEBV?$Frpg2Vector@URequestCellLimit@Frpg2ClientLib@@@Frpg2ClientLib@@IPEAV?$Frpg2Vector@UApp_BloodstainData@@@5@@Z@",0,""
"141576880","char[176]",".?AVNetSvrGetAreaBloodstainListJob@?8??GetAreaBloodstainList@NetSvrBloodstainInterface@@QEAAPEAVINetSvrJob@@IIIIPEAV?$Frpg2Vector@UApp_BloodstainData@@@Frpg2ClientLib@@@Z@",0,""
"141576940","char[160]",".?AVNetSvrGetDeadingGhostJob@?8??GetDeadingGhost@NetSvrBloodstainInterface@@QEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@IPEAUApp_DeadingGhostData@@@Z@",0,""
"141576a30","char[112]",".?AV?$_Func_base@_NVNetSvrJobResult@@AEBUNetSvrBloodstainGhostData@@VSignHandle@@U_Nil@std@@U45@U45@U45@@std@@",0,""
"141576ab0","char[32]",".?AVNetSvrBloodstainManager@@",0,""
"141576ae0","char[96]",".?AVNetSvrCreateBloodstainJob@?9??_StartCreateBloodstainJob@NetSvrBloodstainManager@@AEAAXXZ@",0,""
"141576b50","char[112]",".?AVNetSvrCreateStatueBloodstainJob@?9??_StartCreateStatueBloodstainJob@NetSvrBloodstainManager@@AEAAXXZ@",0,""
"141576bd0","char[304]",".?AV?$_Func_impl@U?$_Callable_obj@V<lambda_445f85f1eeb6cd9c26544c1037fa1b0e>@@$0A@@std@@V?$allocator@V?$_Func_class@_NVNetSvrJobResult@@AEBUNetSvrBloodstainGhostData@@VSignHandle@@U_Nil@std@@U45@U45@U45@@std@@@2@_NVNetSvrJobResult@@AEBUNetSvrBloodstainGhostData@@VSignHandle@@U_Nil@2@U72@U72@U72@@std@@",0,""
"141577580","char[128]",".?AVNetSvrAllowBreakInJob@?4??AllowBreakIn@NetSvrBreakInInterface@@QEAAPEAVINetSvrJob@@EIIIAEBUNetSvrBreakInSessionInfo@@@Z@",0,""
"141577b78","char[32]",".?AVNetSvrBreakInSummonJob@@",0,""
"141577ba8","char[32]",".?AVNetSvrSummonJobBase@@",0,""
"1415789c0","char[128]",".?AVJoinSessionJob@?1??_JoinSession@NetSvrDuelJoinJob@@CAPEAVINetSvrJob@@AEBUNetSvrDuelAllowJoinMsg@@VDuelBattleMap@@@Z@",0,""
"141579280","char[128]",".?AV?$MethodCallJob@U?$CallContainer0@VNetSummonManager@@X@CallMemberFunctionJob@NetJob@@@CallMemberFunctionJob@NetJob@@",0,""
"1415793f8","char[40]",".?AVINetSvrSummonSignInterface@@",0,""
"141579570","char[216]",".?AVNetSvrCreateSummonSignJob@?4??CreateSummonSign@NetSvrMirrorKnightSignInterface@@UEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@AEBUMatchingParameter@5@W4Frpg2SignType@5@AEBUNetSvrSummonSignAppData@@PEAI@Z@",0,""
"141579660","char[128]",".?AVNetSvrUpdateSummonSignJob@?8??UpdateSummonSign@NetSvrMirrorKnightSignInterface@@UEAAPEAVINetSvrJob@@AEBUSUMMON_SIGN_ID@@@Z@",0,""
"1415796f0","char[128]",".?AVNetSvrRemoveSummonSignJob@?8??RemoveSummonSign@NetSvrMirrorKnightSignInterface@@UEAAPEAVINetSvrJob@@AEBUSUMMON_SIGN_ID@@@Z@",0,""
"141579780","char[160]",".?AVNetSvrRejectSummonSignJob@?8??RejectSummonSign@NetSvrMirrorKnightSignInterface@@UEAAPEAVINetSvrJob@@AEBUSUMMON_SIGN_ID@@IW4Frpg2RejectCode@Frpg2Sv@@@Z@",0,""
"141579830","char[224]",".?AVNetSvrGetSummonSignListJob@?5??CreateGetMirrorKnightSignListJob@NetSvrMirrorKnightSignInterface@@QEAAPEAVINetSvrJob@@IAEBUMatchingParameter@Frpg2Sv@@PEAV?$Frpg2Vector@USignData@Frpg2ClientLib@@@Frpg2ClientLib@@@Z@",0,""
"141579920","char[184]",".?AVNetSvrSummonSummonSignJob@?4??CreateSummonMirrorKnightSignJob@NetSvrMirrorKnightSignInterface@@QEAAPEAVINetSvrJob@@USignInfo@Frpg2Sv@@AEBUNetSvrSummonSignSessionAppData@@@Z@",0,""
"141579c68","char[40]",".?AVNetSvrMirrorKnightSignSummonJob@@",0,""
"141579cd0","char[120]",".?AVNetSvrConnectJob@?4??Connect@NetSvrClientInterface@@QEAAPEAVINetSvrJob@@AEBUFrpg2ClientConfig@Frpg2ClientLib@@@Z@",0,""
"141579f80","char[192]",".?AV?$DLFunctorImpl@XU?$DLTypeList@AEBV?$Frpg2Vector@URegulationDiffData@Frpg2ClientLib@@@Frpg2ClientLib@@VDLNullType@DLUT@@@TypeList@DLUT@@VFrpg2MemoryObjectModel@Frpg2ClientLib@@@DLUTD@@",0,""
"14157a240","char[320]",".?AV?$DLMemFunHandler@V?$DLFunctor@XU?$DLTypeList@AEBV?$Frpg2Vector@URegulationDiffData@Frpg2ClientLib@@@Frpg2ClientLib@@VDLNullType@DLUT@@@TypeList@DLUT@@VFrpg2MemoryObjectModel@Frpg2ClientLib@@@DLUT@@PEAVNetSvrClientInterface@@P83@EAAXAEBV?$Frpg2Vector@URegulationDiffData@Frpg2ClientLib@@@Frpg2ClientLib@@@Z@DLUTD@@",0,""
"14157ac00","char[32]",".?AVNetSvrSummonSignInterface@@",0,""
"14157ad30","char[208]",".?AVNetSvrCreateSummonSignJob@?8??CreateSummonSign@NetSvrSummonSignInterface@@UEAAPEAVINetSvrJob@@IAEBUCellAddress@Frpg2Sv@@AEBUMatchingParameter@5@W4Frpg2SignType@5@AEBUNetSvrSummonSignAppData@@PEAI@Z@",0,""
